,items,common_ingredients,cluster_id
6190,"['frankfurter', 'tropical fruit', 'whole milk', 'cream cheese', 'rolls/buns', 'pet care', 'bottled water', 'napkins', 'dishes', 'shopping bags']","['meat', 'fruits', 'milk', 'cheese', 'bread', 'water']",3
6191,"['frankfurter', 'onions', 'pickled vegetables']","['meat', 'vegetables', 'vegetables']",3
6192,['packaged fruit/vegetables'],['vegetables'],3
6193,"['root vegetables', 'yogurt', 'whipped/sour cream', 'beverages', 'hard cheese', 'cream cheese', 'organic products', 'soda', 'misc. beverages', 'fruit/vegetable juice', 'liquor (appetizer)', 'specialty chocolate', 'shopping bags']","['vegetables', 'yogurt', 'cream', 'cheese', 'cheese', 'soda', 'vegetables', 'chocolate']",3
6195,"['frankfurter', 'packaged fruit/vegetables', 'soft cheese', 'soda']","['meat', 'vegetables', 'cheese', 'soda']",3
6196,"['whole milk', 'butter', 'brown bread', 'pastry', 'sweet spreads', 'soda', 'newspapers']","['milk', 'butter', 'bread', 'soda']",3
6197,"['citrus fruit', 'tropical fruit', 'prosecco']","['fruits', 'fruits', 'wine']",3
6198,"['beef', 'whole milk', 'white bread']","['beef', 'milk', 'bread']",3
6199,"['frankfurter', 'sausage', 'root vegetables', 'other vegetables', 'yogurt', 'UHT-milk', 'white bread', 'long life bakery product', 'chocolate', 'specialty bar', 'candy']","['meat', 'meat', 'vegetables', 'vegetables', 'yogurt', 'milk', 'bread', 'chocolate']",3
6200,"['pork', 'hamburger meat', 'citrus fruit', 'butter', 'yogurt', 'whipped/sour cream', 'hard cheese', 'frozen vegetables', 'white bread', 'Instant food products', 'fruit/vegetable juice', 'salty snack', 'candy', 'shopping bags']","['pork', 'meat', 'fruits', 'butter', 'yogurt', 'cream', 'cheese', 'vegetables', 'bread', 'vegetables']",3
6201,"['sausage', 'tropical fruit', 'root vegetables', 'other vegetables', 'cream cheese', 'pickled vegetables', 'candles']","['meat', 'fruits', 'vegetables', 'vegetables', 'cheese', 'vegetables']",3
6202,"['whipped/sour cream', 'ice cream', 'rolls/buns', 'semi-finished bread', 'soda']","['cream', 'bread', 'bread', 'soda']",3
6204,"['sausage', 'citrus fruit', 'tropical fruit', 'curd', 'dessert', 'processed cheese', 'margarine', 'soda', 'canned beer', 'napkins']","['meat', 'fruits', 'fruits', 'cheese', 'margarine', 'soda', 'beer']",3
6205,"['tropical fruit', 'pip fruit']","['fruits', 'fruits']",3
6206,"['pork', 'tropical fruit', 'pip fruit', 'processed cheese', 'spread cheese', 'curd cheese', 'bottled beer']","['pork', 'fruits', 'fruits', 'cheese', 'cheese', 'beer']",3
6207,"['pork', 'citrus fruit', 'dessert', 'whipped/sour cream', 'cream cheese', 'salty snack', 'dishes']","['pork', 'fruits', 'cream', 'cheese']",3
6208,['other vegetables'],['vegetables'],3
6209,"['chicken', 'tropical fruit', 'yogurt']","['chicken', 'fruits', 'yogurt']",3
6210,"['ham', 'beef', 'tropical fruit', 'whole milk', 'curd', 'yogurt', 'rolls/buns', 'ready soups', 'cat food']","['ham', 'beef', 'fruits', 'milk', 'yogurt', 'bread']",3
6211,"['root vegetables', 'herbs']","['vegetables', 'herbs']",5
6212,"['tropical fruit', 'onions', 'other vegetables', 'whole milk', 'butter milk', 'pickled vegetables', 'kitchen towels']","['fruits', 'vegetables', 'vegetables', 'milk', 'butter', 'vegetables']",3
6213,['soda'],['soda'],3
6214,['whole milk'],['milk'],3
6215,"['whole milk', 'yogurt', 'hard cheese', 'cream cheese', 'margarine', 'sugar', 'misc. beverages', 'detergent', 'dishes']","['milk', 'yogurt', 'cheese', 'cheese', 'margarine', 'sugar']",6
6216,['bottled beer'],['beer'],3
6217,['brown bread'],['bread'],3
6218,['bottled beer'],['beer'],3
6219,"['dessert', 'canned beer']",['beer'],3
6220,"['sausage', 'whole milk', 'cream cheese', 'brown bread']","['meat', 'milk', 'cheese', 'bread']",3
6221,"['meat', 'rolls/buns']","['meat', 'bread']",3
6222,"['pip fruit', 'yogurt', 'pastry', 'baking powder', 'long life bakery product']","['fruits', 'yogurt']",3
6223,"['beef', 'citrus fruit', 'pip fruit', 'yogurt', 'condensed milk', 'cream cheese', 'white bread', 'dish cleaner', 'hygiene articles', 'dishes', 'shopping bags']","['beef', 'fruits', 'fruits', 'yogurt', 'milk', 'cheese', 'bread']",3
6224,"['root vegetables', 'other vegetables', 'white bread', 'sparkling wine']","['vegetables', 'vegetables', 'bread', 'wine']",3
6225,"['dessert', 'bottled beer', 'candy']",['beer'],3
6226,"['dessert', 'pastry', 'canned beer']",['beer'],3
6227,"['other vegetables', 'whole milk', 'yogurt', 'bottled water', 'liquor (appetizer)']","['vegetables', 'milk', 'yogurt', 'water']",3
6229,"['frankfurter', 'citrus fruit', 'grapes', 'rolls/buns', 'pastry', 'fruit/vegetable juice', 'chocolate', 'candy', 'shopping bags']","['meat', 'fruits', 'vegetables', 'bread', 'vegetables', 'chocolate']",3
6230,"['citrus fruit', 'grapes', 'whipped/sour cream', 'flour', 'margarine', 'sugar', 'soups', 'baking powder', 'long life bakery product', 'waffles', 'chocolate', 'specialty bar', 'dish cleaner', 'female sanitary products', 'cling film/bags']","['fruits', 'vegetables', 'cream', 'flour', 'margarine', 'sugar', 'chocolate']",6
6232,"['yogurt', 'bottled water', 'syrup', 'specialty bar']","['yogurt', 'water', 'syrup']",3
6233,"['whole milk', 'brown bread', 'soda']","['milk', 'bread', 'soda']",3
6234,"['sausage', 'pork', 'citrus fruit', 'bottled water', 'soda', 'misc. beverages', 'canned beer', 'red/blush wine']","['meat', 'pork', 'fruits', 'water', 'soda', 'beer', 'wine']",6
6235,"['pip fruit', 'other vegetables', 'frozen meals']","['fruits', 'vegetables']",3
6236,"['sausage', 'white bread']","['meat', 'bread']",3
6237,['bottled water'],['water'],3
6238,"['meat', 'root vegetables', 'whole milk', 'butter', 'processed cheese', 'domestic eggs', 'bottled water', 'soda', 'hygiene articles']","['meat', 'vegetables', 'milk', 'butter', 'cheese', 'eggs', 'water', 'soda']",3
6240,['other vegetables'],['vegetables'],3
6241,['domestic eggs'],['eggs'],3
6242,['soda'],['soda'],3
6243,"['chicken', 'citrus fruit', 'tropical fruit', 'pip fruit', 'whole milk', 'white bread']","['chicken', 'fruits', 'fruits', 'fruits', 'milk', 'bread']",3
6244,"['sausage', 'coffee', 'canned beer', 'liquor', 'red/blush wine', 'sparkling wine', 'shopping bags']","['meat', 'beer', 'wine', 'wine']",3
6245,"['soda', 'specialty bar']",['soda'],3
6246,"['whole milk', 'semi-finished bread', 'zwieback', 'soda', 'canned beer']","['milk', 'bread', 'soda', 'beer']",3
6247,['rolls/buns'],['bread'],3
6248,['canned beer'],['beer'],3
6249,['bottled beer'],['beer'],3
6250,"['citrus fruit', 'whole milk', 'yogurt', 'domestic eggs', 'chewing gum']","['fruits', 'milk', 'yogurt', 'eggs']",6
6252,"['beef', 'tropical fruit', 'whole milk', 'beverages', 'frozen vegetables']","['beef', 'fruits', 'milk', 'vegetables']",3
6253,['canned beer'],['beer'],3
6254,"['ham', 'root vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'hard cheese', 'rolls/buns']","['ham', 'vegetables', 'milk', 'butter', 'cream', 'cheese', 'bread']",3
6255,"['frankfurter', 'meat', 'pork', 'beef', 'berries', 'other vegetables', 'whole milk', 'domestic eggs', 'Instant food products', 'coffee', 'skin care']","['meat', 'meat', 'pork', 'beef', 'fruits', 'vegetables', 'milk', 'eggs']",3
6256,"['yogurt', 'soft cheese', 'rolls/buns', 'specialty bar']","['yogurt', 'cheese', 'bread']",3
6257,"['turkey', 'beef', 'root vegetables', 'whole milk']","['meat', 'beef', 'vegetables', 'milk']",3
6258,['whole milk'],['milk'],3
6259,"['yogurt', 'sugar', 'baking powder', 'fruit/vegetable juice', 'newspapers']","['yogurt', 'sugar', 'vegetables']",6
6260,"['chicken', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'pastry']","['chicken', 'vegetables', 'milk', 'vegetables', 'bread']",3
6261,"['whole milk', 'domestic eggs', 'bottled water', 'soda', 'shopping bags']","['milk', 'eggs', 'water', 'soda']",3
6262,"['sausage', 'pork', 'other vegetables', 'whole milk', 'coffee']","['meat', 'pork', 'vegetables', 'milk']",3
6263,"['chicken', 'bottled water']","['chicken', 'water']",3
6264,"['citrus fruit', 'berries', 'other vegetables', 'whole milk', 'dessert', 'whipped/sour cream', 'cream cheese', 'bottled water']","['fruits', 'fruits', 'vegetables', 'milk', 'cream', 'cheese', 'water']",3
6265,"['tropical fruit', 'other vegetables', 'yogurt']","['fruits', 'vegetables', 'yogurt']",3
6266,['rolls/buns'],['bread'],3
6267,"['UHT-milk', 'hygiene articles', 'napkins', 'cling film/bags']",['milk'],3
6269,"['pip fruit', 'bottled water', 'white wine', 'newspapers']","['fruits', 'water', 'wine']",6
6270,"['whole milk', 'yogurt', 'mustard', 'bottled water', 'newspapers']","['milk', 'yogurt', 'herbs', 'water']",5
6272,"['sausage', 'meat', 'brown bread', 'bottled water', 'soda', 'canned beer', 'shopping bags']","['meat', 'meat', 'bread', 'water', 'soda', 'beer']",3
6273,"['citrus fruit', 'other vegetables', 'canned fish', 'bottled water']","['fruits', 'vegetables', 'fish', 'water']",3
6274,['rolls/buns'],['bread'],3
6275,"['whole milk', 'yogurt', 'coffee']","['milk', 'yogurt']",3
6276,"['whipped/sour cream', 'rolls/buns']","['cream', 'bread']",3
6277,"['citrus fruit', 'tropical fruit', 'white bread', 'fruit/vegetable juice', 'napkins', 'shopping bags']","['fruits', 'fruits', 'bread', 'vegetables']",3
6278,"['butter milk', 'salt', 'vinegar', 'cat food']","['butter', 'salt', 'vinegar']",1
6279,"['frankfurter', 'beef', 'other vegetables', 'whole milk', 'domestic eggs', 'rolls/buns']","['meat', 'beef', 'vegetables', 'milk', 'eggs', 'bread']",3
6280,"['frankfurter', 'butter milk', 'rolls/buns', 'coffee']","['meat', 'butter', 'bread']",3
6281,"['beef', 'tropical fruit', 'onions', 'whole milk', 'butter', 'yogurt', 'rolls/buns', 'brown bread', 'sauces', 'canned vegetables', 'bottled water', 'fruit/vegetable juice', 'canned beer', 'long life bakery product', 'specialty chocolate']","['beef', 'fruits', 'vegetables', 'milk', 'butter', 'yogurt', 'bread', 'bread', 'sauce', 'vegetables', 'water', 'vegetables', 'beer', 'chocolate']",3
6282,"['chicken', 'root vegetables', 'margarine', 'bottled water', 'soda']","['chicken', 'vegetables', 'margarine', 'water', 'soda']",3
6283,['canned beer'],['beer'],3
6284,"['sausage', 'liver loaf', 'whole milk', 'cream cheese', 'rolls/buns', 'salt']","['meat', 'meat', 'milk', 'cheese', 'bread', 'salt']",3
6286,['bottled water'],['water'],3
6287,"['chicken', 'other vegetables', 'oil']","['chicken', 'vegetables', 'oil']",3
6288,"['whole milk', 'newspapers']",['milk'],3
6289,"['sausage', 'meat', 'tropical fruit', 'other vegetables', 'whole milk', 'yogurt', 'rolls/buns', 'bottled water', 'soda', 'bottled beer', 'newspapers']","['meat', 'meat', 'fruits', 'vegetables', 'milk', 'yogurt', 'bread', 'water', 'soda', 'beer']",3
6290,['canned beer'],['beer'],3
6291,['rolls/buns'],['bread'],3
6292,"['bottled water', 'soda', 'misc. beverages', 'flower soil/fertilizer']","['water', 'soda']",3
6293,['soda'],['soda'],3
6294,"['chicken', 'citrus fruit', 'root vegetables', 'butter', 'domestic eggs', 'brown bread', 'margarine', 'sweet spreads', 'dental care', 'shopping bags']","['chicken', 'fruits', 'vegetables', 'butter', 'eggs', 'bread', 'margarine']",3
6295,"['beverages', 'rolls/buns']",['bread'],3
6297,['rolls/buns'],['bread'],3
6298,"['other vegetables', 'curd', 'yogurt', 'shopping bags']","['vegetables', 'yogurt']",3
6299,"['packaged fruit/vegetables', 'frozen fish', 'napkins']","['vegetables', 'fish']",3
6300,"['sausage', 'rolls/buns', 'newspapers']","['meat', 'bread']",3
6301,"['pip fruit', 'whole milk', 'yogurt', 'pastry', 'seasonal products', 'male cosmetics']","['fruits', 'milk', 'yogurt']",6
6302,"['soda', 'napkins']",['soda'],3
6303,"['liver loaf', 'rolls/buns', 'soda']","['meat', 'bread', 'soda']",3
6304,"['pork', 'berries', 'sugar', 'candy', 'dishes']","['pork', 'fruits', 'sugar']",6
6305,"['chicken', 'packaged fruit/vegetables', 'frozen vegetables', 'frozen meals', 'misc. beverages', 'newspapers', 'flower (seeds)']","['chicken', 'vegetables', 'vegetables']",3
6306,"['tropical fruit', 'whole milk', 'butter milk', 'brown bread', 'shopping bags']","['fruits', 'milk', 'butter', 'bread']",6
6308,"['meat', 'butter', 'pastry', 'soda']","['meat', 'butter', 'soda']",3
6309,"['sausage', 'hamburger meat', 'tropical fruit', 'whole milk', 'sliced cheese', 'rolls/buns', 'oil', 'Instant food products', 'soda']","['meat', 'meat', 'fruits', 'milk', 'cheese', 'bread', 'oil', 'soda']",3
6310,"['citrus fruit', 'other vegetables', 'whole milk', 'domestic eggs', 'soda']","['fruits', 'vegetables', 'milk', 'eggs', 'soda']",3
6311,"['beef', 'other vegetables', 'whole milk', 'yogurt']","['beef', 'vegetables', 'milk', 'yogurt']",3
6312,['whole milk'],['milk'],3
6313,"['whipped/sour cream', 'domestic eggs', 'salt', 'sugar', 'canned vegetables', 'soda', 'canned beer', 'dish cleaner', 'hygiene articles', 'shopping bags']","['cream', 'eggs', 'salt', 'sugar', 'vegetables', 'soda', 'beer']",6
6314,"['chicken', 'whole milk']","['chicken', 'milk']",3
6315,"['chicken', 'hamburger meat', 'onions', 'frozen meals', 'domestic eggs', 'vinegar', 'Instant food products', 'baking powder', 'pudding powder', 'bottled water', 'skin care', 'hygiene articles', 'house keeping products']","['chicken', 'meat', 'vegetables', 'eggs', 'vinegar', 'water']",3
6316,"['bottled water', 'soda']","['water', 'soda']",3
6317,"['pork', 'hygiene articles']",['pork'],3
6318,"['ice cream', 'brown bread', 'bottled water', 'soda']","['bread', 'water', 'soda']",3
6319,"['ham', 'other vegetables', 'frozen meals', 'pasta', 'pickled vegetables', 'soda', 'misc. beverages', 'candy']","['ham', 'vegetables', 'pasta', 'vegetables', 'soda']",3
6320,"['butter milk', 'whipped/sour cream', 'dog food', 'coffee', 'soda', 'abrasive cleaner', 'newspapers']","['butter', 'cream', 'soda']",3
6321,['frankfurter'],['meat'],3
6322,"['pork', 'brown bread', 'bottled water', 'soda']","['pork', 'bread', 'water', 'soda']",3
6323,"['sausage', 'pork', 'tropical fruit', 'other vegetables', 'yogurt', 'frozen vegetables', 'rolls/buns', 'bottled water']","['meat', 'pork', 'fruits', 'vegetables', 'yogurt', 'vegetables', 'bread', 'water']",3
6324,"['berries', 'other vegetables', 'curd', 'brown bread', 'canned fish', 'chocolate', 'detergent']","['fruits', 'vegetables', 'bread', 'fish', 'chocolate']",3
6325,"['sausage', 'citrus fruit', 'yogurt', 'detergent', 'soap']","['meat', 'fruits', 'yogurt']",3
6326,['whole milk'],['milk'],3
6327,"['other vegetables', 'rolls/buns']","['vegetables', 'bread']",3
6328,"['sausage', 'other vegetables', 'rolls/buns', 'canned beer', 'shopping bags']","['meat', 'vegetables', 'bread', 'beer']",3
6329,"['rolls/buns', 'bottled water', 'canned beer', 'newspapers']","['bread', 'water', 'beer']",3
6330,['yogurt'],['yogurt'],3
6331,"['root vegetables', 'packaged fruit/vegetables', 'pastry']","['vegetables', 'vegetables']",3
6332,"['rolls/buns', 'soda']","['bread', 'soda']",3
6333,"['herbs', 'packaged fruit/vegetables']","['herbs', 'vegetables']",5
6334,"['other vegetables', 'whole milk', 'pastry', 'waffles', 'specialty bar', 'shopping bags']","['vegetables', 'milk']",3
6335,"['pip fruit', 'whole milk', 'curd', 'yogurt', 'whipped/sour cream', 'rolls/buns', 'oil', 'margarine', 'mustard', 'candles', 'newspapers']","['fruits', 'milk', 'yogurt', 'cream', 'bread', 'oil', 'margarine', 'herbs']",2
6336,"['pork', 'root vegetables', 'other vegetables']","['pork', 'vegetables', 'vegetables']",3
6337,['soda'],['soda'],3
6338,"['onions', 'other vegetables', 'UHT-milk', 'condensed milk', 'cream cheese', 'salt', 'sugar', 'dog food', 'soda']","['vegetables', 'vegetables', 'milk', 'milk', 'cheese', 'salt', 'sugar', 'soda']",1
6339,['other vegetables'],['vegetables'],3
6340,"['hamburger meat', 'tropical fruit', 'pip fruit', 'grapes', 'berries', 'packaged fruit/vegetables', 'whipped/sour cream', 'coffee', 'cake bar', 'shopping bags']","['meat', 'fruits', 'fruits', 'vegetables', 'fruits', 'vegetables', 'cream']",3
6341,['rum'],['rum'],3
6343,"['other vegetables', 'whole milk']","['vegetables', 'milk']",3
6344,"['beef', 'citrus fruit', 'rice', 'dog food', 'soda', 'fruit/vegetable juice', 'dishes', 'shopping bags']","['beef', 'fruits', 'rice', 'soda', 'vegetables']",3
6345,['root vegetables'],['vegetables'],3
6346,['frankfurter'],['meat'],3
6347,"['frankfurter', 'other vegetables', 'whole milk', 'curd', 'frozen fish', 'domestic eggs', 'margarine', 'tea', 'bottled beer', 'canned beer']","['meat', 'vegetables', 'milk', 'fish', 'eggs', 'margarine', 'beer', 'beer']",3
6349,"['pastry', 'soda']",['soda'],3
6350,['chicken'],['chicken'],3
6351,"['baking powder', 'soda', 'shopping bags']",['soda'],3
6352,"['berries', 'other vegetables']","['fruits', 'vegetables']",3
6355,"['sausage', 'beef', 'pip fruit', 'whole milk', 'cream cheese', 'white bread', 'brown bread', 'seasonal products', 'hygiene articles']","['meat', 'beef', 'fruits', 'milk', 'cheese', 'bread', 'bread']",3
6356,['whipped/sour cream'],['cream'],3
6357,"['rolls/buns', 'soda']","['bread', 'soda']",3
6358,"['fish', 'coffee']",['fish'],3
6359,"['tropical fruit', 'onions']","['fruits', 'vegetables']",3
6360,"['other vegetables', 'butter milk', 'cream cheese', 'rolls/buns']","['vegetables', 'butter', 'cheese', 'bread']",3
6361,"['ham', 'processed cheese', 'rolls/buns']","['ham', 'cheese', 'bread']",3
6362,"['meat', 'chicken', 'pork', 'packaged fruit/vegetables', 'rolls/buns', 'pastry', 'rice', 'fruit/vegetable juice']","['meat', 'chicken', 'pork', 'vegetables', 'bread', 'rice', 'vegetables']",3
6363,"['margarine', 'flower (seeds)']",['margarine'],3
6364,"['sausage', 'rolls/buns', 'specialty chocolate']","['meat', 'bread', 'chocolate']",3
6365,"['citrus fruit', 'tropical fruit', 'butter milk', 'yogurt', 'rolls/buns']","['fruits', 'fruits', 'butter', 'yogurt', 'bread']",3
6366,"['sausage', 'sliced cheese', 'canned beer']","['meat', 'cheese', 'beer']",3
6367,"['sausage', 'rolls/buns', 'fruit/vegetable juice']","['meat', 'bread', 'vegetables']",3
6368,"['other vegetables', 'rolls/buns', 'soda']","['vegetables', 'bread', 'soda']",3
6369,"['meat', 'other vegetables', 'pickled vegetables', 'coffee', 'liquor', 'long life bakery product', 'newspapers']","['meat', 'vegetables', 'vegetables']",3
